word,normalized_word,rank,priority_score,original_rank,ngsl_rank,supplement_category,oxford_list,oxford_level,nawl_rank,tsl_rank,bsl_rank,sources,notes
example,example,229,26.162253,238,235,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
happen,happen,230,26.149030,239,236,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
hold,hold,231,26.139409,225,222,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
service,service,232,26.125423,226,223,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
young,young,233,26.122748,241,238,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
against,against,234,26.111498,227,224,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
close,close,235,26.109689,242,239,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
buy,buy,236,26.070833,245,242,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
understand,understand,237,26.057987,246,243,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
thank,thank,238,26.045193,247,244,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
far,far,239,26.032451,248,245,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
increase,increase,240,26.029217,233,230,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
today,today,241,26.019760,249,246,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
hour,hour,242,26.007120,250,247,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
student,student,243,25.994531,251,248,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
face,face,244,25.981992,252,249,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
hope,hope,245,25.969502,253,250,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
idea,idea,246,25.957062,254,251,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
cost,cost,247,25.944670,255,252,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
offer,offer,248,25.935862,240,237,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
room,room,249,25.920033,257,254,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
issue,issue,250,25.909132,220,218,,oxford3000,b1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
until,until,251,25.907786,258,255,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
program,program,252,25.896684,243,240,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
reason,reason,253,25.895586,259,256,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
lead,lead,254,25.883732,244,241,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
form,form,255,25.883434,260,257,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
spend,spend,256,25.871328,261,258,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
head,head,257,25.859269,262,259,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
car,car,258,25.847255,263,260,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
learn,learn,259,25.835288,264,261,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
person,person,260,25.811488,266,263,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
once,once,261,25.787866,268,265,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
member,member,262,25.776121,269,266,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
though,though,263,25.770089,230,227,,oxford3000,b1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
enough,enough,264,25.764420,270,267,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
bad,bad,265,25.752763,271,268,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
city,city,266,25.741148,272,269,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
less,less,267,25.732327,256,253,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
night,night,268,25.729576,273,270,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
line,line,269,25.683707,277,274,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
present,present,270,25.672344,278,275,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
quite,quite,271,25.649739,280,277,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
level,level,272,25.623365,265,262,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
sure,sure,273,25.617035,283,279,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
experience,experience,274,25.599655,267,264,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
age,age,275,25.583774,286,282,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
speak,speak,276,25.561794,288,284,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
often,often,277,25.518288,292,288,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
able,able,278,25.518046,274,271,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
train,train,279,25.507505,293,289,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
support,support,280,25.506558,275,272,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
possible,possible,281,25.496758,294,290,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
side,side,282,25.461021,279,276,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
together,together,283,25.454135,298,294,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
price,price,284,25.433038,300,296,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
although,although,285,25.428200,282,278,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
parent,parent,286,25.422542,301,297,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
term,term,287,25.405909,284,280,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
hard,hard,288,25.402499,303,298,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
least,least,289,25.394822,285,281,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
party,party,290,25.392104,304,299,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
local,local,291,25.381743,305,300,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
low,low,292,25.372765,287,283,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
product,product,293,25.340638,309,304,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
process,process,294,25.339966,290,286,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
lose,lose,295,25.330445,310,305,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
public,public,296,25.329108,291,287,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
story,story,297,25.320285,311,306,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
stand,stand,298,25.290000,314,309,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
actually,actually,299,25.286048,295,291,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
rather,rather,300,25.275375,296,292,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
view,view,301,25.264737,297,293,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
consider,consider,302,25.243569,299,295,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
ever,ever,303,25.210634,322,317,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
anything,anything,304,25.200852,323,318,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
whether,whether,305,25.195112,276,273,,oxford3000,b1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
fall,fall,306,25.181380,325,320,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
control,control,307,25.171416,306,301,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
water,water,308,25.162027,327,322,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
already,already,309,25.161124,307,302,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
send,send,310,25.152394,328,323,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
soon,soon,311,25.133218,330,325,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
watch,watch,312,25.123674,331,326,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
almost,almost,313,25.110157,312,307,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
probably,probably,314,25.104671,333,328,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
continue,continue,315,25.100062,313,308,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
past,past,316,25.085782,335,330,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
whole,whole,317,25.079969,315,310,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
yet,yet,318,25.069970,316,311,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
test,test,319,25.067006,337,332,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
rate,rate,320,25.060003,317,312,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
visit,visit,321,25.057659,338,333,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
within,within,322,25.050861,289,285,,oxford3000,b1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
care,care,323,25.050067,318,313,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
expect,expect,324,25.040162,319,314,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
grow,grow,325,25.039049,340,335,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
effect,effect,326,25.030289,320,315,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
nothing,nothing,327,25.029786,341,336,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
return,return,328,25.020549,342,337,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
sort,sort,329,25.020446,321,316,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
minute,minute,330,25.013825,371,366,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000;oxford5000,
mother,mother,331,25.011339,343,338,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
walk,walk,332,25.002156,344,339,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
cause,cause,333,24.991101,324,319,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
deal,deal,334,24.971688,326,321,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
office,office,335,24.965690,348,343,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
stay,stay,336,24.947614,350,345,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
allow,allow,337,24.942792,329,324,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
stop,stop,338,24.929641,352,347,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
light,light,339,24.911770,354,349,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
suggest,suggest,340,24.895212,334,329,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
remember,remember,341,24.894000,356,351,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
power,power,342,24.876380,336,331,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
share,share,343,24.876329,358,353,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
real,real,344,24.867531,359,354,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
answer,answer,345,24.858757,360,355,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
sit,sit,346,24.850008,361,356,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
letter,letter,347,24.832582,363,358,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
decide,decide,348,24.823905,364,359,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
sound,sound,349,24.816125,395,390,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000;oxford5000,
language,language,350,24.815252,365,360,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
subject,subject,351,24.806622,366,361,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
class,class,352,24.798016,367,362,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
matter,matter,353,24.793000,345,340,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
mind,mind,354,24.783870,346,341,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
town,town,355,24.780874,369,364,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
half,half,356,24.772338,370,365,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
record,record,357,24.756639,349,344,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
food,food,358,24.755335,372,367,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
break,break,359,24.746868,373,368,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
top,top,360,24.738226,380,375,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000;oxford5000,
future,future,361,24.730002,375,370,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
several,several,362,24.720693,353,348,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
ago,ago,363,24.713225,377,372,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
develop,develop,364,24.702872,355,350,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
bit,bit,365,24.685152,357,352,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
win,win,366,24.671670,382,377,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
figure,figure,367,24.641283,362,357,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
period,period,368,24.630656,387,382,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
across,across,369,24.622517,388,383,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
note,note,370,24.614399,389,384,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
base,base,371,24.614158,332,327,,oxford3000,b1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
history,history,372,24.606302,390,385,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
create,create,373,24.598225,391,386,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
drive,drive,374,24.590170,392,387,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
type,type,375,24.574120,394,389,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
eye,eye,376,24.558151,396,391,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
concern,concern,377,24.550864,308,303,,oxford3000,b2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
music,music,378,24.550197,397,392,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
game,game,379,24.542262,398,393,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
clear,clear,380,24.538424,374,369,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
free,free,381,24.526454,400,395,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
either,either,382,24.521602,376,371,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
moment,moment,383,24.510724,402,397,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
per,per,384,24.504870,378,373,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
among,among,385,24.479938,381,376,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
value,value,386,24.474767,347,342,,oxford3000,b1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
body,body,387,24.472368,407,401,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
wait,wait,388,24.456905,409,403,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
involve,involve,389,24.455201,384,379,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
reach,reach,390,24.446998,385,380,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
social,social,391,24.438817,386,381,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
force,force,392,24.438615,351,346,,oxford3000,b1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
team,team,393,24.426206,413,407,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
easy,easy,394,24.418578,414,408,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
full,full,395,24.403376,416,410,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
black,black,396,24.395803,417,411,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
along,along,397,24.382134,393,388,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
add,add,398,24.373191,420,414,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
rule,rule,399,24.365690,421,415,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
sell,sell,400,24.343293,424,418,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
short,short,401,24.335863,425,419,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
agree,agree,402,24.328450,426,420,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
receive,receive,403,24.318579,401,396,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
everything,everything,404,24.313676,428,422,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
sale,sale,405,24.302889,403,398,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
paper,paper,406,24.291645,431,425,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
development,development,407,24.289433,368,363,,oxford3000,b1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
further,further,408,24.280128,406,400,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
near,near,409,24.277042,433,427,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
computer,computer,410,24.262507,435,429,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
situation,situation,411,24.255264,436,430,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
general,general,412,24.249202,410,404,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
appear,appear,413,24.241518,411,405,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
activity,activity,414,24.240829,438,432,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
film,film,415,24.233636,439,433,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
morning,morning,416,24.226460,440,434,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
individual,individual,417,24.210968,415,409,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
shop,shop,418,24.205028,443,437,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
remain,remain,419,24.196537,379,374,,oxford3000,b1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
someone,someone,420,24.190820,445,439,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
sense,sense,421,24.188248,418,412,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
above,above,422,24.183740,446,440,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
perhaps,perhaps,423,24.180711,419,413,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
design,design,424,24.176676,447,441,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
event,event,425,24.169628,448,442,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
special,special,426,24.162596,449,443,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
pass,pass,427,24.158207,422,416,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
sometimes,sometimes,428,24.155579,450,444,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
produce,produce,429,24.150741,423,417,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
carry,carry,430,24.141592,452,446,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
choose,choose,431,24.134622,453,447,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
father,father,432,24.127668,454,448,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
law,law,433,24.121054,427,421,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
table,table,434,24.113804,456,450,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
research,research,435,24.106315,429,423,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
cover,cover,436,24.098971,430,424,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
main,main,437,24.093122,459,453,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
die,die,438,24.086258,460,454,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
position,position,439,24.084335,432,426,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
cut,cut,440,24.072575,462,456,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
human,human,441,24.069766,434,428,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
describe,describe,442,24.065756,463,457,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
strong,strong,443,24.038626,467,461,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
political,political,444,24.034348,399,394,,oxford3000,b1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
girl,girl,445,24.025148,469,463,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
war,war,446,24.019299,441,435,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
maybe,maybe,447,24.018430,470,464,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
else,else,448,24.005038,472,466,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
major,major,449,23.997916,444,438,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
policy,policy,450,23.995073,404,399,,oxford3000,b1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
join,join,451,23.985056,475,469,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
difficult,difficult,452,23.978423,476,470,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
please,please,453,23.971805,477,471,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
detail,detail,454,23.965200,478,472,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
require,require,455,23.964627,408,402,,oxford3000,b1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
difference,difference,456,23.958609,479,473,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
action,action,457,23.952031,480,474,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
condition,condition,458,23.948578,451,445,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
health,health,459,23.945468,481,475,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
eat,eat,460,23.938918,482,476,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
true,true,461,23.925859,484,478,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
decision,decision,462,23.920728,455,449,,oxford3000,a2,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
phone,phone,463,23.919350,485,479,,oxford3000,a1,,,,ngsl_1.2_core;ngsl_sfi_31k;oxford3000,
